Reviewer,Rating,Review Text
Kim G,5,"This movie was amazing! The cast is amazing, the music and songs are beautiful, the scenes are gorgeous. It hit all of the nostalgic points of the animated version but it was so easy to feel the emotions with the characters in this version. It was fun, emotional, and captivating!"
Taisha,4,Movie was Great me and my daughter enjoyed it a lot . The prices of the tickets however was a little over priced.
Samantha,5,Wonderful movie! Halle playing Ariel was terrific. She had the perfect princess voice.
Danielle,5,"This is a Great Movie, a must see in 3D"
nikoletaylor,5,Absolutely amazing! Love every moment of this movie and gave me childhood memories of watching this as a little girl. Love seeing the representation shown in Ariel Im a BIG fan! 10/10 highly recommend
Bridgette,5,This movie was the most beautiful experience I have ever endured. I love that it mostly stayed true to the original with a couple of new AMAZING songs. Everyone giving it negative reviews is simply hating and doesn't know good cinema. Great job to the entire cast. This film was magic on a screen.
Google,5,The movie was amazing. I really enjoyed seeing the characters bring the story to life. This is my daughters new favorite movie.
Jairo,5,A classic retold for our generation.
CJJ,5,What a movie!! A must see.
Dylan,0,"Had to get a refund the constant screaming along with my chair being continuously kicked was a major setback. I get it it’s a family movie, but parents should show their kids what respect looks like I wanted to enjoy the movie hopefully when I see you at 10:30 Monday night it’ll be a better experience and a different experience at that"
Elizabeth,4,I love the mermaid I feel that it completed the story.
Rocky,5,The movie was awesome do much action it felt like I was in the movie
Kamarie,5,Love the movie!!!! But we  didnt see a backdrop to take photos with my daughters after the show.
Christina,5,The singing was phenomenal. the acting was great. she did a great job as Ariel. I love the whole movie
Courtney,5,So beautiful and highly recommend seeing it in 3D
Alice C,5,Beautiful singing - well made film - grandkids and grandparents enjoyed!!
Brandy,5,"I'm not going to lie. I went into this movie with low expectations but was definitely surprised. it was beautifully shot, and Halle was fantastic. The fact that it kept my 3 year old's attention is enough reason to give it 5 stars."
Bobbie Marie,4,"We loved it and thought they did a great job explaining a bit more about the historical context of the island and Eric's background. 
Everyone did a spectacular job in their roles, especially Melissa McCarthy as Ursela. Easily one of my favorite scenes was Unfortunate Souls! 
Some spots felt rushed, but overall we really enjoyed it!"
Darby,0,"I was really disappointed with this movie. As a fan of the original Little Mermaid since I was a child there differences were too many. The added songs were unnecessary, the changing words of some songs was unnecessary and some stuff was left out, like the chefs song and Vanessas song. Also, flounder wasnt in the movie as much as he originally was. Overall I was disappointed. I would not see it again and I will not be purchasing it on dvd."
Patricia,5,The new remake has a more meaningful direction of where Ariel is and where she is going. It also shows why some mermaids do not like humans. Everything that was lacking in the original is present in the remake.  Halle Bailey was PERFECT and AMAZING as Ariel! This is now my only favorite movie
Laura W,5,"I was excited to see this movie and it did not disappoint. The visuals were great, of course the storyline was great and stuck very close to the original. The characters were funny, music was wonderful and it even brought a tear to my eye, just like the original. Wonderfully done!!!"
Ray G,0,Nice victuals but Stick with the original
Chels,5,"if I could leave a 10/10 I would, this movie was amazing !!"
Chelsey Winship,3,"New songs werent a grand, they gave a new feel to the movie but removed that nostalgic feel so it constantly felt back and forth in the movie. They added some new things that were great, jokes were wonderful but some things were removed that really made the original, (Like Ursulas song) and it just kinda made it feel more off and less of a reason for the things Ariel wanted. Halle did amazing with the singing, her acting was good. Melissa was to die for! She killed it as Ursula."
Rosario,5,Halle Bailey is so beautiful and her amazing voice and emoting was perfect. Love love love.
Kristelle,5,Its a must see! I loved everything about it. Halle was the perfect mermaid. Would definitely see it again!
Zeidi,3,It was okay but not to watch again…it was decent but I stay with the original one
Diane,5,Enjoyed seeing the vibrant colors of fish under the sea. Great story and the diversity shown was outstanding. Bravo Disney!
Tabatha B,5,We loved the ending so heartfelt.
Javier H,5,"The singing was great, loved the new lyrics."
Facebook U,5,Great movie for the family. I love the way they they incorporated different diversities
Redgie T,5,The best movie experience in 2023. Bautiful story and Amazing Cast. i'll definitely will recommend this movie.
tally,5,AMAZING! perfectly like the original
Peggy,2,It was long and boring
Erin M,5,Fantastic adaptation! I thought it was so well done. The new songs are wonderful and not overdone. I think the actress playing Ariel did a fantastic job playing the naivety of Ariel and her voice was solid!
Nikki,5,Exceeded my expectations.
Dianne,5,Acting was great. Singing was fabulous.
Eric,4,"I went in with negative thoughts and left the cinema with joy & amazed at the film. Its a great family movie, definitely recommend."
Andre,5,"I didnt get to watch it through fandango due to computer glitch but I have to get my review in. HALLE BAILEY NAILED THIS & INCLUDING CAST & PRODUCTION! As I looked around I, it was clear all ages, sex & races thoroughly enjoyed this make on The Little Mermaid. A must see! I will see it AGAIN & maybe AGAIN!"
Rager,5,Superb! Best Ariel Ever!!!!!
Ayanna,5,Absolutely AMAZING!!!!!!!
Rachael,4,"Beautifully done! The rhythmic music. The vivid colors. The message. All well received from our family that includes two sons, ages 12 and 15, the latter of whom was embarrassed to go. It was satisfying to see that he was not the only teen male there and to watch him smile and move to the music. The main male character doesnt have the best singing voice. The only suggestion is to consider kids ages, as the little ones under five seem to need several breaks. The movie is long and there are tons of previews We look forward to seeing in again once it is available on Disney plus. Enjoy!"
Kimberly,5,"This reimagining is so good! I loved every minute. Sebastians shaky accent and the new Scuttle song aside, this is the best remake yet!"
Myles S,5,A slight remix from the original and it was great to see the representation
mc,3,"Perfectly enjoyable. You can easily nitpick this movie to death and of course its not the original, but it is serviceable and inoffensive. Its fine and is enjoyable for what it is."
Sonia,5,So many unexpected moments in this movie.  The diversity of the entire cast made this film relatable to all.  Enjoyed everything about this remake.
Jairo G,3,Its a bit too long for kids
Jana,5,"Nothing to dislike about the movie.  It was fantastic from beginning to end.  Although, Ursula may be a little scary for children."
Kevin,5,Just awesome!  Even some of the dads were brought to tears.
Jack,4,"I loved this movie and wasn't expecting to. Halle's singing was amazing and it may be Melissa McCarthy's best acting ever and her performance of Poor Unfortunate Souls was delicious. Daveed Diggs, Akwafina, and Javier Bardem were all terrific."
Britney,5,"Phenomenal movie from start to finish ! Must See! 5 stars! 10/10! The sound track, the story, the casting, the colors. Everything. Cant wait to watch it again"
Telvia,5,I loved it!!! Excellent Job Disney!
Taneisha,5,My daughter enjoyed it from the beginning to the end.  She sang along with the songs.  It's the first movie she stayed awake for the whole thing.
Tiffany,5,It was absolutely amazing
Sha,5,The effects were fabulous! Thoroughly enjoyed it - went with a 3.5 and 7 year old who sat through it without complaining. Loved loved Melissa McCarthy as Ursula.
Megan,5,Loved it! Perfect nostalgia with updates. Loved the actors/casting- everyone was perfect. Loved the music. The 3D under the sea was so fun. I have nothing I didnt love. Loved the cameo of the original little mermaid as well. Thanks!
Constance Renae,4,The Little Mermaid  was everything we thought it would be and More!!!
joel,3,Could’ve been better
Mike L,5,Probably watched the original Little Mermaid at least a 100 times. GIRLDADX5 and Actually liked this version better.
JDubbz757,5,Beautifully done! Did not disappoint.
Eric Isenhart,5,"Loved it, very miracle. Thanks for bringing the cartoon to life. It a must go see.  A++"
Ronald S,4,Great movie! Kids loved it
June B,5,The whole movie was outstanding!!
Kenneth Z.,5,"The most accurate remake that Disney has made. Very identical to the original film. Everyone's singing is phenomenal, especially Halle Bailey. She IS Ariel without a doubt."
Dee,5,Halle is a star. Her beauty and voice jumped through the screen as much as her acting did. She was absolutely perfect and did a fantastic job. The whole movie was great and I’ll definitely see it again.
J,5,Exceeded my expectations. Well done.
Hannah P,5,The story and songs  are fantastic.
Jazzary,0,I couldn’t even see the movie. The seat where taken after I pay for reservation for those seat and still haven’t been able to get a refund back.
Kathie,5,"It was an amazing show, well put together, and the theatre was incredible"
Barbara T,5,I loved it!! Can’t wait to see it again!!
Cecilia,5,Wonderful story line as only Disney can.nn
Chrissy  C,5,"The Little Mermaid is fabulous. My favorite characters were Javier Bardem and Melissa McCarthy. Halle’s voice is absolutely incredible. Her and Eric are really good together. All the songs were amazing. Especially the new Lin Manuel one. 
The entire movie was perfect. I’ve seen it twice so far! 
Fantastic film!"
Dawnlena D,5,"Loved it, the Caribbean theme, the new music, Halle Bailey (a star is born). It was beautifully done!!"
Luis,1,Kinda bad to be real
Bianca,5,"My daughter, her bff, and I really enjoyed the movie! It’s a must see!! Love Halle Bailey❤️Melissa McCarthy played Ursula very well."
DeeDee,5,I loved the movie it was funny and beautiful. Halle did an excellent job and I loved how diverse the movie was as a whole
KENRIC,4,"Halle Bailey's performance brought tears to my family's eyes - and mine, too! The movie was above average among Disney's live action remakes, and I enjoyed it very much."
Alexis,5,I absolutely love the little mermaid and this movie was amazing. of course it isn't exactly identical but it was its own and I enjoyed it and cries
Mrs. Smith,5,soooo cute! loved it
Chris,5,"Beautiful visuals! Halle Bailey was a star and is so captivating throughout. Really enjoyed the updated Under the Sea! My only critique is that the movie truly is too dark in some scenes. I could hardly make out details in certain sequences. But despite this, the movie is a 10/10."
Loretta,4,"It liked that it was the same as the original, just live actors.  The music was very good and I loved the under ocean scenes"
Teresa P,5,It was a great movie.  I liked it better than the other live action remakes of Disney animated movies.
Jeannette A,5,The whole family loved it!
trina,5,DEFINITELY RECOMMEND!!!!
Angela,5,Absolutely loved it! Was skeptical only because it's my favorite Disney movie since I was a kid and some of the other live action movies aren't great but this exceeded my expectation in every way. Even my teenage son who I practically begged to go (so I didn't have to go alone )said he really enjoyed it so that's saying something
Tabitha,5,I've waited my entire life for this live action. I was amazing
andre,0,Someone pulled the fire alarm we got kicked out
Amy D,5,VIsually wonderful and a fun afternoon spent with great characters and great music.
Nakkia,5,The acting and singing was great! I loved it
Attila B,5,"Really enjoyed the movie, very heartwarming, I enjoyed the new songs, which brought the story together, and the movie paid very good homage to the original animated movie. Loved it."
Jasmine,3,I enjoyed the movie. A few things I would change but overall it was a good movie
Danielle,5,"Beautifully made movie for all ages! Loved, loved the diversity! Thanks, Disney!"
Amy,5,Halle and Melissa are fantastic!!
Joi R,5,"The animations, the music and the actors were all phenomenal"
Mr. Armstrong,5,Graphics are amazing!! Great movie 😊
B.E.,4,"Delightful,captivating and splendid,though it could have cut a little time off it’s over 2+ hour runtime,The Little Mermaid(2023) is one of,if not the best of Disney’s live-action retellings.From the performances(Especially from Halle Bailey (Ariel) ,Melissa McCarthy (Ursula),Daveed Diggs (Sebastian),Jacob Tremblay (Flounder),Awkwafina (Skuttle),Jonah Hauer-King (Prince Eric),Javier Bardem(King Triton) among many) to the musical sequences(sans for one particular rap that was added in😒)to the musical score(from both the returning/legendary Alan Menken joined by the great Lin-Manuel Miranda) to the wonderful visuals to even a certain little cameo😉,you will be forever grateful to have been part of this world,even if it will not fully change your opinion of the 1989 original,same for me.Get ready for a wonderful/amazing journey under the sea!🧜‍♀️🐠🦀🔱"
Jonathan,5,"A wonderful love letter to the original that fleshes out the world of the Little Mermaid beautifully. Melissa McCarthy was wonderful as Ursula and brought a fun energy to the character. My only gripe is she didnt laugh enough! But when she did it was perfect. Halley Bailey was perfection as Ariel, her voice I enchanting her performance was just outstanding. This is a must see for new and old Little Mermaid fans alike."
Elexus,5,Beautiful movie. I’ll be back to see it again!
Armani G,5,"I really liked the representation that Halle Bailey portrayed. And all the other actors and actresses. Love the cinematography of the whole movie, it is as really colourful and vibrant!!! The plot made sense and the ending was fitting. It connected really well towards the original one. Jonah as prince Eric blew me away. Simone Ashley as Indira was just drop dead gorgeous, along with all the daughters of Triton. Sebastian, Flounder and Scuttle were comical to say the least (I had a good laugh) and to sum it up, The Little Mermaid is not some woke movie that haters love to say, it’s honourable representation, beautiful music, talented acting and good quality visuals that will have you amazed. Halle Bailey has truly become one of my fav actresses of all time and I think she’s onto the hall of fame and many accolades such as a Grammy, Oscar and Academy. Also I noticed Jodi Benson who voiced Ariel in the animated version and it was a breath of fresh air to see her. Only one thing annoyed me well not annoyed but was sad to me is the lack of scenes of the sisters, really would’ve been nice to see more of them and more of Atlantica. Highly recommend this movie be watched by anyone an any age and you’ll be moved and happy once it over. It’s a classic reimagined in the BEST way!!! 3"
Ashley,5,I really loved this movie. I love how it was true to the original.
Shameka O,5,Beautifully written. Perfect adaptation of the original.
Lorelei R,4,"Such a beautiful Disney movie, saw in 3D and it was the absolute best"
Aniya Dixon,5,This movie was amazing and funny!!! I loved it!
Charles,5,EXCELLENT FROM BEGINNING TO END! I LOVED IT! 110%!
Caroline,5,Excellent! You must take your tribe to see this film!
MaryAnn,5,Loved it!  A couple scenes may be a little too scary for really young ones. The main character had an incredible voice.
Imani,5,I love it. Definitely healed my inner child
massiel,5,Amazing! She is the perfect Mermaid
Omar D,4,Good movie for kids.
Anaria,5,Loved every moment of it.
Shellie,5,"Amazing voice, Halle rocks! The entire cast did a great job. I loved the movie. I laughed and cried. I celebrated with the youth in the audience clapping and cheering on Ariel. Loved Sebastian and Scuttle song."
BT,5,This was a great movie and I love seeing the diversity in the movie and in the movie theater. It shows that children are just loving humans.
Michael,5,The visuals and how they brought everything to life. Halle Bailey did a phenomenal job and has a beautiful voice.
Ajalique25,5,They did a great job recreating this movie. ABSOLUTELY AMAZING  😍...
Wendy,4,We saw it in 3D definitely recommend it!
Joey,4,"Pretty good movie, watched it with my gf. If you love disney you will love this movie."
Lauren,4,Overall very good movie. The vibrance of the colors and the amazing special effects were incredible. The classic songs were in the movie which I enjoyed with some new songs as well. A great modern day live version to the classic original.
Vanessa,5,"It was a beautiful movie. The colors, depictions and characters were all better than I could have imagined. I definitely recommend seeing it in 3D."
Ashelee,4,Not much changed from the cartoon. But I loved this and my 4 year olds loved it as well
Uniquely Me,5,My family and I loved the new Little Mermaid. It had some familiar things but had a great new twist. It was good and we will be seeing it again.
Ana,5,Loved this movie. Longer than expected but worth the ending.
Sharae F.,5,Our family loved it!! The whole cast was spectacular!!!
patricia,5,"Very inclusive, like todays world"
Shirley,4,"I was surprised at how much I did like it.  The acting was great, the cast worked but it just wasnt the same."
Tammy R,4,It followed very closely to the original movie but it was definitely modernized a bit with current personalities. It was a bit “ dark” in some scenes and may be a little frightening to very young children. But as an adult that grew up loving Disney Princesses….it’s a hit!
Jessica,5,Better than the original!!!
Lisa  O,4,Loved it! I didn't think that I would but I absolutely loved it!
Virginia,5,Loved 😍 the little mermaid.  They all did a wonderful job.
floatsam&jetsam,5,"Honestly it was probably more fun to watch than the original. The music was amazing, the little animated characters were very funny and fun to watch, the story was easy to follow and two hours did not feel like enough time because it made you want even more. I recommend it to everyone even those who are skeptical, I promise you will come out loving it"
Amanda,4,I loved the movie. The water scenes were a little dark. The little changes did not take away from the story at all. And Melissa McCarthy did excellent as Ursula!
Shelia,5,"Very well done, the characters very diverse which showed the true meaning of love with a balance of a touch of evil."
Annissa,5,I really enjoyed the animation coming to life and the storyline. It is a must see for all ages...teaches parents to listen more to their children rather than imposing their views on them.
Lulu,5,The whole movie was wonderful
Niomi B.,5,"Loved the movie. A nostalgic, romantic musical. Halle’s high note bust the movie theatre speakers. The entire cast did a great job. Disney always has hidden messages. Overall a great experience, especially in IMAX. My inner child is happy!"
FS,2,"The drama of the movie was not engaging, if your child is 6 yrs or younger not a good movie. Wait until you can see it at home."
Stephanie,3,Melissa McCarthy was an excellent Ursula.
Shay,5,Instantly transported me to my childhood. Loved everything!! (except Flounder was the wrong shade of yellow!)
HENRY B,5,"Normally I avoid these “children’s” movies for obvious reasons however, I truly wanted to support this film with such a Fantastic Cast! Boy I’m Glad I did - it’s a Remarkable & Very Entertaining Movie with Great Musical Numbers by the Phenomenon, Halle Bailey! Melissa McCarthy plays the Sea Witch to Perfection!👍🏽🙌🏾👏🏽"
Veronica,5,I thought they stayed pretty true to the original. A few changes and added songs. Each character played a great part. I thought Ariel and Sebastian were great. Great movie
Jack E,2,"Movie was good , but . . . SOUND WAS TOO LOUD FOR MY ACCOMPANYING LITTLE ONE."
Kimmytoogood,5,It was a great movie my daughters and I loved it
Shiana,5,They kept the story the same as the original! We loved it Chloe was an amazing Ariel!
Celia,5,Excellent movie. Loved everything about it.
Carla,5,Great family and solo movie!!! Would definitely watch again!!
Paulette,5,The underwater scenes were realistic! They did an amazing job with the 3D and color scheme! Halle Baileys voice was extraordinary!
Elizabeth L,5,"absolutely LOVED this movie...
visually STUNNING..."
Tiffany,5,"I would give it 10 stars if I could. A wonderful remake of the Disney Classic. I sang along and recited lines like I was 5 again. I love how they made it multicultural unlike the orginal cartoon version. My daughter loved every moment as well though Ursula scared her a bit as she did I at the age of 5. She wanted to sit watch it all over again (we did not),  so I guess it didnt scare her too much."
joseph cook,4,This was a good movie with laughs and vivid visuals. Halle voice is so beautiful. The cast was good too. B+
CJ,3,I enjoyed the diverse cast. The music was good. It had action as well as romance and some funny parts
Tempest,5,This is why I don't like critics. This movie is actually pretty good. Not disappointed at all.
Jennifer K,5,Loved this movie! It was visually stunning and so well done.
Dustin,5,Little long but quality superseded
Heather,5,I loved it!!! Was so worth the wait!
Google,5,Actors were perfect!!! Instant classic.
Hannah G,5,Amazing!!!! Best live action remake. Halle was phenomenal.
Melissa,5,"Childhood memories unlocked, I loved everything about it!"
Nadiyah,5,Amazing movie loved it
Alejandra,5,Loong. Made me sleepy. But my girls loved it
brigitte m,5,"Great lesson! Allow people to live their own lives, especially when they are about doing good in the world."
Google,5,I loved the movie. The characters they selected and everything. I would definitely recommend people to go see it.
Aaron L,4,"The Little Mermaid was breathtaking and magnificent. Halle Bailey was magnificent as Ariel. I mean, her voice gave off a lot of emotion from me. And Ursula, the Sea Witch gave a great performance, especially during her “Poor Unfortunate Souls” number. And Prince Eric, the heartthrob was just perfect as a young prince who was an adventurer by trade. Overall, The Little Mermaid was amazing, an incredible remake and reimagining of a beloved Disney classic."
Shamire,5,"AMAZING 10 out of 10!!!! The entire cast did a phenomenal job, love it!!"
Travis S,5,Great storyline and outstanding acting..
Kevin M,5,What a great movie !!
Rae,5,"Excellent, My granddaughter loved it. She wore her little mermaid shirt and brung her little mermaid doll and took pictures with the little mermaid display. Everyone clapped at the end of the movie. Very excellent!!!!!!!"
Melissa,5,The movie was awesome!
Nancy,5,It was Fantastic the 3D effects were amazing
Christine D,5,We thoroughly enjoyed the movie!!! The singing was awesome and the crab and bird were really funny.  The entire audience clapped at the end. Worth seeing in the theatre!!!
Tiara,5,I love the whole entire movie it brought back to my childhood. Great job
Tiffani,5,"Excellent movie, great job Halle!!!!"
Jennifer S,5,"Absolutely loved it, maybe more than the first one"
Angelini,5,"I Loved The Movie , I Cried About 3 or 4 Times. My Daughter Also Enjoyed It Very Much. I Can Tell When This Goes To Disney Plus , We’ll Be Watching It On Repeat"
Lisa C,4,This was an awesome movie!!!!
christian m,5,Still a great movie for all ages and its a very special feeling to see a new version with your kids!
Adam C,5,"I have loved The Little Mermaid since it came out. The storyline, the characters and the songs. The live-action movie was AMAZING! Major kudos to the casting director on this one! This will definitely be one I watch over and over again."
David S,5,Beautifully reimagined take on a classic
SEAN L,4,The 4DX experience was awesome and some of the movie felt fresh.
Qiana,5,What a beautiful romantic love story with some comedy 😍 that's the movie 🍿🎥 that I love but it's more towards older children/Adults not for the little kiddo's #BlackMermaid u rock gurl👍🏾
Bre,5,Halle was amazing! The casting was perfect! The bird was hilarious! Outstanding production!
Carigon,0,So different then the original I understand changing a little but that was far from it. Very disappointing. The actors was every well picked to fit the characters but changed so many details.
LaWanna  G,5,"Movie was awesome, it's a must see! I liked the idea, that the storyline was practically the same as the animated version, along with a few extras. I'm extremely pleased with the fact that Disney incorporated a very diverse group of people for the making of this film. It was very well put together, and Hailey Bailey did an amazing job in playing her role as Ariel."
Sheena B,5,"Loved the movie. Sebastian was a little mild in the beginning, but I gee to like him. Halle nailed Ariel. Melissa also nailed Ursula. This is the first Disney live action movie I actually enjoyed. You should definitely check it out."
laquay,5,Awesome graphics this was really good
Ayana,5,EXCELLENT!!!!!!!!!!!!!!!
Zachary M,4,"The movie works really well when it takes its notes from the animated film (and Andersen fairy-tale) that inspired it instead of the Buzzfeed comment section. There's not a weak link among the cast, least of all the effervescent Halle Bailey."
Tonya L,5,Great movie. A must see.
Eugene,5,"Great story, terrific cast, perfect timing. And music..."
Loved It!,5,"Dont Listen To These Fools When They Say It Wasn’t Good… I Actually Liked It , But What Mostly Mattered Is Seeing My Daughter Enjoy The Whole Movie With Excitement,!!!! She Didnt Care That The Characters Didn’t Look Like The Originals, She Still Understood Who Was Who. I Give It A Solid 10"
Tamel H,5,Nostalgic at its finest
Donna W,5,We loved it!!!  I totally got chills watching my favorite Disney movie turned into live action.  BRAVO!
Traci,5,Halle was absolutely phenomenal! The perfect choice
Jessica,5,Awesome still like the original one as well but this new one was really cute
Brian,3,Fun for the whole family. From start to finish.
Tabatha,5,It was put together very well. A fun movie!!
Amin,5,Cool movie. The kids and I really enjoyed
Maribeth,5,Awesome songs and graphics.
I.I.,5,"CGI, storyline, the acting: PERFECTION. I’d give this movie 10 stars if I could."
Diana,5,"Music,  storyline, and the scoots were great.  Sierra is beautiful and has a great voice.  Very funny lines.  This review is from the kids as as adults"
Mary Ann,5,I loved this movie! Stunning visuals and they didnt change the story. It was amazing from start to finish!
Christina,5,It was a very cute movie! Disney did a great job.
Reyna,5,Halle Bailey and the rest of the cast! Great singers!
Diana,5,The original Little Mermaid has always been my favorite! They did an amazing job. And Melissa McCarthy was the perfect Ursula.
Edgar,2,Too different from the original.
Dave,5,"3D was very enjoyable.  Frankly, this was maybe the 2nd time we have been to the theatre since the pandemic.
Very enjoyable experience.  A feel good movie made it even better."
Moni,5,"Absolutely incredible music, new songs, stunning colors and breathtaking visuals! Loved it! One of my favorite live-actions so far. Could have done without the one rap song though.."
Sandra H,5,"After having to get over the fact that Halle Berry was not in it and it was Halle Bailey, I really enjoyed it. Melissa McCarthy was awesome. Great love story and I cried."
Nancy B,3,Loved the colors... a bit too scary for a 4-year-old though. I forgot about Ursula although she did a fabulous job.
Nijalyn,5,The movie was absolutely amazing! Its so beautiful that my daughter was able to see a mermaid that looked like her!
Tarshell Cherie,5,Oh the Little 🧜🏾‍♀️ #Mermaid was everything. Hailee is the absolute best Ariel I've seen and her voice is so captivating.  #welldonedisney
Prime,5,"My daughters love this version, and the changes Disney made it didn’t bother them at all, thank you Disney !!"
Luis M,5,"Great movie for the kids. The Crab, Pelican and Flounder made the movie worthwhile."
Christine,4,"It was really great, just a little too long."
Kat,5,This movie was amazing! I loved it! Disney...5 stars!❤️
Nathan,5,My friend and I loved it.
Megan,3,"WellI read a ton of reviews before going to see itIm not so sure what all the negative criticism is. I mean is it the original, gosh no! However I followed the whole movie as if I was watching the cartoon. Theres a few new scenes and some left out, but for the most part it sticks pretty closely to the original. I thought Sebastian missed the mark. He couldve been so funny, but the lines were delivered so boringly. Ariel was perfectly fine. Beautiful voice. Ursula was great. I dont know. Would I see it again? No. But glad I saw it, and saw it in the theater"
Lydia,4,I missed my flamingos.
JW,5,Great movie and Halle Bailey was fantastic! So nice to see a Disney movie with a leading actress who is representing women of color. Well done!
Karen D,5,"The movie was very good. It followed the original version. Great job, everyone!"
rick,5,Halle Bailey is phenomenal as Ariel.  Her voice is incredible.  Great movie!
Abigail,5,We absolutely loved it!
Stephanie M,3,"Hallie has an amazing voice. Cute movie, great special effects but not a fan of the new songs added. Where where was Chef Louis??!!!!! No Le Poisson?!!!! WHAT! Ruined it for me. Shouldn’t have cut one of the most beloved scene from The Little Mermaid. 👎🏼👎🏼"
Norma,4,Beautiful in 3D with the ocean scenes
Gemma Lou Reyes,5,Super Happy to watch Little Mermaid!.. I really love Disney Movies!
Mimi,4,A little boring toward the middle but then it picks up again
Darby Jaynes,5,"Im always skeptical of these remakes. Especially such a beloved movie. But if you go into this with an open mind I think its one that can be enjoyed by old and new fans alike. I felt it stayed true to the story, and the characters were great. For those who are giving this movie poor reviews, I feel like theyre probably the same ones that were upset as soon as they saw the movie poster."
Nikki S,5,The movie was very good my grown self cried several times a must see Halle did amazing
Junell,5,"Amazing! Kept both kids engrossed for 2+ hours. Actors were extremely talented, costumes were spot on, and the singing was magical."
Carol,5,I thought it was very well done. especially terrific in 3D.
Tiffany,5,Loved the movie! It was great to hear the classics!
Wendy Romero,4,Didnt really like the new song added and I wish they would have included the part on how Ariel is the star of the concerts
Henry L,5,"Excellent remake, I did not know what to expect but it was better than the original ."
William,5,It was fantastic my family loved it
Kimberly,5,It was better than the og! Some things were taken out but the things that were added were even better! But will say it was 90% true to the og
Maryah,5,It was absolutely amazing!!! I love Halle
ANGELA W,5,"Just Amazing!! Growing up with the Little Mermaid this movie was a wonderful nod to the original while giving it a modern spin that every little princess can relate to and see herself as one of King Tritons daughters :) Halle is stunning and Sebastian and Scuttle will make you laugh out loud! You may even shed a tear by the end. Just simply wonderful Disney Magic, can’t wait to see it again :)"
Terrence L,3,"I went in the theater with low expectations, and I came away from the movie pleasantly surprised.  I think Halle Bailey did a good job playing Ariel.  And she sang the songs very well.  God bless and may he put her on the right path."
Renee D,4,Thoroughly enjoyed the movie
Iliyah Berry,5,I absolutely enjoyed this movie!! It was even better in 3D. Will definitely go see it again.
Aycocks8287 L,5,Very cute! Great casting. Great music. It is lengthy!! 2 1/2 hours and 30 minute preview is a long time for kids. The previews did contain a little language .. overall loved it. Ursula was a bit scary and may be too much  for some younger viewers. We talked about it a lot beforehand and throughout.  I love this adaptation
ZACHARY H,5,awesome. Halle Bailey is awesome so is Melissa McCarthy
amy,4,"The family loved it! If you’re a fan of the original, this one won’t disappoint but will perhaps surprise. :)"
Aurora mom,4,"It's was a Disney feel good movie, with joy and singing."
Michael,5,"Stuck to the original storyline well  and wife cried throughout, so it was a hit."
Lisa,5,Best remake!! great cast- beautiful picture and music
Jaida,5,"Absolutely LOVE! My girls sung their hearts out, the new songs were such a nice addition as well. Rated 10 stars!!"
Kelly,5,Halle is everything!!!
Marina N,3,It was ok it just doesn’t quite work with real people
Christine,5,"Great movie, love the computer animation."
Rushawna,5,Loved it. It was amazing Halle Bailey is an amazing Ariel and the cast I loved as well. Love the ending too.
Marilyn,5,The movie was SPECTACULAR
Valerie,5,"I took my 13 year old grandaughter because she asked to go.  We both had seen the movie numerous, numerous times when she was little.  To the point where we both knew all the words.  I did not expect to like this movie since I was so entrenched with the one when she was little.  We both really enjoyed it!  They made just enough changes in this movie to make it interesting yet kept it close enough to the original to feel comfortable with it.  The movie was awesome.  I like that they fleshed our Prince Eric's character.  I felt myself feeling getting involved with the story more than I did previously.  It was great!"
Claire,4,Thought it was really fun! Did not like the Scuttle Butt song. Otherwise - a great re-imagining of this classic that both my Husband and I saw in college. It was fun to take both our 16 and 19 yr. olds with us for the journey.
Kim,5,This was the first movie I ever saw in theaters when I was 7 years old. I have been so excited to see this since I heard it was going to be made! The beginning and end gave me cold chills. I dont think they could have found a more PERFECT Eric!! I didnt like that they changed some names-like of her sisters and they left out a few scenes that I LOVED like the chef making crab but those are literally my only complaints. The girl that played Ariels voice is absolutely perfect! Melissa McCarthy even plays a good villain!
Kat R,5,Halle did what needed to be done 🥹👏🏽👏🏽 Amazing cast . Super funny while so warming
Jade,4,"The movie was fantastic. Some of the comic relief was lost with the phrasing changes, but it was still great. Halle Bailey is the perfect Little Mermaid! I can't give it 5 stars because they cut my favorite scene!"
T. Shaheed,5,The BEST live-action Disney remake TO DATE! It took me back to my childhood and then some. Everybody absolutely killed their performances but Halle Bailey truly embodies and is our Princess Ariel. 🥹🧜🏽‍♀️♥️ Melissa McCarthy ATE as Ursula! An absolute MUST SEE! My inner child was jumping for joy! Cried multiple times… will watch again and again and again!
Vanessa,5,I had low expectations for a live adaptation but this one was FANTASTIC.
Latoia,5,Beautiful movie💐💐💐
Kayla D,5,Absolutely beautiful and fun. Great new MILD changes to scripts. The casting was spot on. I will watch this again and again.
eternallover21,5,Beautiful and inspired. Such a great film.
Carm,5,"It was perfect. It was virtually beautiful. It was funny, exciting, heartwarming, heartbreaking and everything else in between. I loved it. The cast was perfect."
Melissa Suggs,5,I think I enjoyed  it more than my granddaughter...She's  a fan of the original....Definitely  a great movie  ...Hailie's voice is powerful...Brought a tear to my eye several  times throughout the film
